@RELATION 'dataset_discretizado'

@ATTRIBUTE feature1 numeric
@ATTRIBUTE feature2 numeric
@ATTRIBUTE feature4 numeric
@ATTRIBUTE feature3 numeric
@ATTRIBUTE feature5 numeric
@ATTRIBUTE feature6 numeric
@ATTRIBUTE feature7 numeric
@ATTRIBUTE feature8 numeric
@ATTRIBUTE feature9 numeric
@ATTRIBUTE feature10 numeric
@ATTRIBUTE feature11 numeric
@ATTRIBUTE feature12 numeric
@ATTRIBUTE feature13 numeric
@ATTRIBUTE class hierarchical blues,blues/gospel,classical,classical/20th_century_classical,classical/chamber_music,classical/choral_music,classical/composed_music,classical/contemporary_classical,classical/opera,classical/symphony,country,country/americana,country/bluegrass,country/country_-_western,country/country_-_western/western_swing,country/rockabilly,easy_listening,easy_listening/easy_listening:_vocal,easy_listening/nu-jazz,easy_listening/lounge,electronic,electronic/ambient_electronic,electronic/breakcore_-_hard,electronic/chip_music,electronic/chip_music/chiptune,electronic/dance,electronic/downtempo,electronic/drum_-_bass,electronic/dubstep,electronic/dubstep/skweee,electronic/glitch,electronic/house,electronic/house/chill-out,electronic/idm,electronic/jungle,electronic/minimal_electronic,electronic/techno,electronic/techno/bigbeat,electronic/trip-hop,folk,folk/british_folk,folk/freak-folk,folk/free-folk,folk/psych-folk,folk/singer-songwriter,hip-hop,hip-hop/abstract_hip_hop,hip-hop/alternative_hip-hop,hip-hop/breakbeat,hip-hop/hip-hop_beats,hip-hop/nerdcore,hip-hop/rap,hip-hop/wonky,hip-hop/hiphop,jazz,jazz/big_band_swing,jazz/free-jazz,jazz/jazz:_out,jazz/jazz:_vocal,jazz/modern_jazz,old-time_historic,pop,pop/experimental_pop,pop/synth_pop,rock,rock/garage,rock/garage/surf,rock/goth,rock/indie-rock,rock/industrial,rock/krautrock,rock/lo-fi,rock/loud-rock,rock/loud-rock/noise-rock,rock/loud-rock/sludge,rock/metal,rock/metal/black-metal,rock/metal/death-metal,rock/metal/grindcore,rock/new_wave,rock/post-rock,rock/post-rock/space-rock,rock/progressive,rock/psych-rock,rock/punk,rock/punk/electro-punk,rock/punk/hardcore,rock/punk/thrash,rock/punk/no_wave,rock/punk/post-punk,rock/punk/power-pop,rock/rock_opera,rock/shoegaze,soul-rnb,soul-rnb/disco,soul-rnb/funk,soul-rnb/funk/deep_funk

@DATA
8,12,2,1,11,3,5,4,1,15,18,8,12,pop
5,8,8,8,15,6,16,4,13,7,13,12,4,pop
10,7,16,12,12,2,20,3,5,6,7,13,13,pop
4,15,18,12,18,3,16,7,12,1,5,3,2,pop
8,20,3,4,12,9,2,4,4,11,11,17,17,pop
6,8,1,20,2,9,17,20,18,17,6,5,2,pop
11,12,5,8,17,3,15,8,20,1,16,8,18,pop
3,19,14,19,20,19,12,14,12,20,17,3,6,pop
10,20,16,18,18,9,7,13,2,14,9,2,10,pop
12,20,9,15,13,1,2,11,6,14,18,14,13,pop
7,4,4,7,19,11,7,11,9,15,12,8,16,rock/punk
4,10,5,3,16,13,18,3,11,15,19,12,19,rock/indie-rock
4,17,20,17,2,8,13,2,10,2,13,6,12,rock/indie-rock
7,15,18,19,2,12,10,2,3,5,10,17,13,rock/indie-rock
10,18,14,18,5,5,5,4,17,20,16,20,6,rock/indie-rock
2,15,19,19,1,14,15,3,11,5,13,10,15,rock/indie-rock
2,13,19,19,2,12,20,6,2,15,19,15,4,rock/indie-rock
2,12,17,17,11,14,15,11,14,19,19,10,3,rock/indie-rock
8,8,4,5,6,4,5,17,6,14,9,18,18,rock/indie-rock
9,11,8,1,13,3,11,7,3,10,6,4,11,rock/indie-rock
6,9,14,2,14,2,1,9,5,18,1,18,15,rock/indie-rock
13,10,11,6,10,7,10,18,3,6,16,16,13,rock/indie-rock
16,9,14,16,16,3,13,2,1,2,18,14,2,rock/indie-rock
9,5,9,4,3,12,12,11,16,18,17,8,9,rock/garage
5,6,10,7,6,13,9,15,18,16,17,5,6,rock/garage
12,3,15,5,5,6,11,10,17,16,13,9,8,rock/garage
7,7,5,6,6,6,13,14,20,18,13,4,4,rock/garage
7,7,9,7,6,11,11,12,17,18,18,11,13,rock/garage
10,6,12,5,6,5,10,13,16,18,16,10,8,rock/garage
10,16,9,15,19,18,18,18,15,9,11,14,4,rock/punk
6,15,9,5,9,12,10,13,10,12,13,10,11,rock/punk
10,11,13,8,11,17,14,13,14,7,9,5,4,rock/punk
11,12,12,7,13,17,15,16,9,5,9,5,6,rock/punk
7,12,10,5,11,15,13,16,15,13,14,10,8,rock/punk
9,12,15,6,8,15,14,17,11,8,13,14,15,rock/punk
8,15,15,8,8,12,13,14,9,7,11,9,9,rock/punk
7,16,13,9,11,14,17,18,17,14,10,8,5,rock/punk
10,16,6,1,2,20,1,7,20,3,20,5,19,rock/lo-fi
16,19,9,1,2,20,1,16,20,2,17,2,18,rock/lo-fi
15,13,8,1,9,17,1,20,18,3,11,6,20,rock/lo-fi
10,11,7,1,1,17,1,1,20,15,19,3,2,rock/lo-fi
11,15,13,1,1,6,1,2,20,5,20,3,13,rock/lo-fi
16,17,20,1,1,20,1,16,20,9,20,6,12,rock/lo-fi
14,9,18,1,1,18,1,1,20,2,20,13,14,rock/lo-fi
10,19,2,1,2,15,1,3,20,6,20,4,17,rock/lo-fi
17,18,17,1,3,20,1,1,20,2,19,1,2,rock/lo-fi
10,19,15,4,12,19,1,5,20,2,20,16,16,rock/lo-fi
16,15,16,1,1,9,1,2,20,2,20,3,13,rock/lo-fi
15,16,6,1,10,12,3,1,14,1,19,1,20,rock/lo-fi
12,15,9,1,1,14,1,3,20,4,20,6,14,rock/lo-fi
9,7,7,6,12,10,14,10,13,11,9,10,14,electronic/glitch
20,19,5,10,6,6,12,18,10,16,10,15,12,electronic/glitch
11,10,7,12,12,10,5,3,4,2,6,11,10,electronic/glitch
16,16,4,11,13,15,14,13,17,16,17,8,12,electronic/glitch
13,17,2,6,9,6,11,9,6,9,11,12,9,electronic/glitch
4,8,4,8,6,8,7,6,8,10,9,3,1,electronic/glitch
19,15,18,5,18,14,9,10,4,14,4,7,4,electronic/glitch
10,17,5,6,5,3,3,13,12,7,2,7,13,electronic/glitch
8,10,18,8,14,10,16,12,12,6,19,10,11,pop
5,13,16,10,15,13,14,9,14,6,10,12,12,pop
10,8,18,10,15,9,16,7,9,12,18,7,11,pop
6,10,17,7,10,7,14,9,13,12,19,12,8,pop
10,8,19,9,15,12,17,12,13,9,20,6,4,pop
8,6,18,4,13,5,16,9,15,6,19,5,10,pop
8,5,17,3,10,4,16,14,19,8,20,5,11,pop
8,12,7,15,12,18,13,12,7,13,3,13,19,hip-hop
18,19,7,15,12,17,9,3,4,8,1,5,4,hip-hop
5,17,8,16,12,12,14,12,11,18,14,15,18,hip-hop
12,19,11,14,13,7,11,8,8,13,7,13,8,hip-hop
12,10,5,12,6,6,6,9,3,5,2,13,15,hip-hop
4,12,4,16,15,20,18,15,10,18,4,4,19,hip-hop
8,12,3,14,14,20,15,16,9,11,3,16,19,hip-hop
12,20,9,20,9,14,15,20,5,13,9,19,18,hip-hop
19,20,6,17,15,19,11,2,7,3,2,4,1,hip-hop
3,20,16,19,19,18,19,17,20,18,19,14,17,hip-hop
12,20,11,13,17,8,13,11,15,12,13,15,6,hip-hop
10,8,7,11,7,7,8,11,4,3,3,13,15,hip-hop
3,10,4,17,19,20,19,18,17,19,5,4,19,hip-hop
4,14,5,13,4,6,6,6,2,14,3,10,10,hip-hop
8,12,7,15,12,18,13,12,7,13,3,13,19,hip-hop
11,12,15,5,14,3,2,6,1,6,1,8,8,rock/indie-rock
7,10,11,6,3,10,8,14,14,14,12,6,6,rock/garage
8,12,12,8,14,17,14,18,11,9,12,10,13,rock/punk
13,9,4,5,8,8,13,13,14,8,10,13,14,electronic/glitch
11,18,8,19,8,12,12,15,4,16,5,15,17,hip-hop
6,15,18,3,18,10,7,12,15,17,8,11,7,rock/punk
18,9,16,15,17,13,8,17,4,8,3,19,2,folk
14,14,9,4,10,12,2,4,7,5,13,9,14,rock/punk
7,12,3,11,5,12,6,3,5,11,10,16,19,hip-hop
1,19,9,14,13,2,7,14,9,15,11,17,8,hip-hop
11,14,2,4,5,9,11,10,4,8,10,5,8,hip-hop
5,15,7,5,17,16,6,12,15,9,5,9,11,rock/punk
1,3,8,2,15,11,14,17,15,13,12,17,11,rock/punk
1,15,11,6,12,7,7,11,19,14,10,6,3,rock/punk
1,14,15,3,11,10,12,10,7,5,3,6,7,rock/punk
1,4,4,2,11,7,12,12,16,8,2,3,6,rock/punk
2,8,6,14,20,16,7,15,11,9,8,11,5,rock/punk
3,14,8,7,8,10,3,16,19,13,14,18,5,rock/punk
1,10,9,4,18,13,9,11,16,6,7,8,4,rock/punk
1,19,14,2,15,18,9,14,19,17,18,20,15,rock/punk
1,17,9,8,18,2,13,13,4,8,2,7,9,rock/punk
1,10,10,11,15,20,19,19,19,11,5,2,2,rock/punk
1,6,14,1,1,10,2,20,20,15,18,3,2,rock/punk
2,12,12,5,8,14,7,16,17,16,12,6,5,rock/punk
2,14,12,6,20,20,10,13,17,10,8,11,7,rock/punk
3,12,11,10,15,11,13,20,20,5,7,15,8,rock/punk
2,11,7,3,14,12,8,11,11,6,4,10,5,rock/punk
3,9,7,3,17,20,4,8,18,17,3,12,5,rock/punk
6,16,9,6,15,7,6,11,3,10,5,6,13,rock/punk
1,15,12,7,19,14,12,19,19,12,10,13,10,rock/punk
11,14,6,5,14,3,10,11,18,20,9,11,12,rock/punk
1,11,8,4,8,9,8,13,13,8,8,8,4,rock/punk
2,12,7,14,14,19,7,8,14,13,15,11,11,rock/punk
2,12,5,10,13,10,12,16,15,12,10,9,3,rock/punk
2,20,13,13,13,20,10,15,19,8,17,2,19,rock/punk
4,10,11,4,15,15,8,11,16,11,10,14,13,rock/punk
7,1,17,8,16,16,18,14,10,15,20,10,4,rock/garage
7,1,18,8,11,13,14,9,7,14,20,15,4,rock/garage
11,3,18,12,14,15,16,13,10,13,20,9,4,rock/garage
15,8,1,2,4,6,5,3,2,3,11,8,2,pop/synth_pop
9,16,9,16,10,16,9,6,7,7,5,2,13,electronic
10,10,7,17,1,3,8,8,2,2,2,4,6,electronic
8,6,6,6,2,5,6,7,6,6,6,10,7,electronic
18,17,7,9,11,7,13,13,14,9,11,4,6,electronic
4,7,5,5,14,17,17,13,15,13,14,4,11,rock/punk
16,8,3,9,11,2,10,18,3,1,2,6,4,folk
15,18,16,5,10,2,2,13,8,14,11,20,16,folk
16,7,9,4,4,2,5,17,3,2,7,8,3,folk
16,15,15,4,7,20,16,15,7,1,5,1,1,folk
18,10,4,4,3,1,1,12,2,1,1,1,3,folk
14,15,10,8,13,3,3,6,1,2,1,5,2,folk
18,12,9,10,9,12,7,14,5,2,7,6,5,folk
18,17,10,6,5,11,16,14,15,1,20,1,9,folk
15,6,3,1,6,9,9,18,5,1,2,1,1,folk
17,7,5,8,6,14,9,20,16,2,3,6,10,folk
15,3,3,16,5,14,16,5,15,9,16,11,12,rock
14,4,3,16,6,16,17,9,16,12,17,12,11,rock
13,13,6,20,7,15,19,6,12,12,18,6,10,rock
11,4,4,17,4,10,15,3,12,9,18,5,11,rock
10,7,2,18,7,10,16,5,11,9,19,10,13,rock
13,4,2,16,10,12,17,5,17,6,18,12,16,rock
9,2,15,11,11,9,15,14,17,7,1,2,3,pop/synth_pop
14,7,7,14,9,15,5,5,11,6,11,14,20,pop/synth_pop
8,5,4,13,7,5,7,13,3,2,8,14,20,pop/synth_pop
16,20,6,5,5,13,6,20,20,20,20,17,18,pop/synth_pop
3,4,4,7,15,9,7,7,4,6,7,5,9,pop/synth_pop
4,15,9,12,14,13,4,5,8,12,3,3,11,pop/synth_pop
9,12,14,15,5,3,17,10,18,9,10,4,4,rock/punk
13,13,14,7,17,11,9,6,7,5,14,7,13,rock/punk
10,15,15,9,11,7,9,8,15,11,16,5,7,rock/punk
12,16,11,17,11,8,9,10,13,5,6,4,12,rock/punk
11,14,12,11,2,8,7,13,12,10,16,14,15,rock/punk
18,11,18,12,13,18,3,10,3,2,16,11,9,rock/punk
13,8,17,9,2,14,2,8,7,6,14,6,19,rock/punk
14,4,10,8,17,9,5,1,12,9,5,4,10,rock/indie-rock
1,13,12,16,12,9,10,8,5,6,6,4,6,hip-hop
16,10,3,3,2,1,5,11,17,6,1,1,11,hip-hop
11,15,5,8,10,6,14,18,16,11,7,11,17,hip-hop
10,17,11,18,18,20,18,14,14,14,14,14,17,hip-hop
2,19,10,14,8,12,12,5,8,13,11,12,18,hip-hop
2,18,6,15,10,7,8,10,6,14,12,10,12,hip-hop
10,15,3,14,5,9,4,9,12,17,16,13,8,hip-hop
4,18,4,17,5,2,4,5,4,7,10,12,8,hip-hop
7,18,1,10,5,9,9,7,10,11,10,11,11,hip-hop
11,12,6,10,7,3,8,12,12,13,8,12,14,hip-hop
3,16,4,15,11,12,6,7,10,9,12,15,11,hip-hop
6,17,11,18,14,5,5,5,3,13,4,6,17,hip-hop
4,9,12,17,3,5,11,10,3,6,11,13,17,hip-hop
5,14,10,9,7,4,8,6,9,13,6,12,17,hip-hop
18,1,1,3,1,11,10,18,20,17,20,17,20,hip-hop
9,14,12,18,7,16,9,19,10,18,8,17,20,hip-hop
6,17,6,19,6,18,9,11,10,10,7,11,18,hip-hop
7,6,5,16,3,15,10,8,13,19,10,4,18,hip-hop
6,20,11,16,14,5,13,10,4,10,3,2,3,hip-hop
9,19,2,12,2,4,3,3,6,4,4,10,11,hip-hop
2,18,5,8,5,14,17,9,14,15,8,17,17,hip-hop
3,13,8,14,9,14,8,18,7,14,4,13,18,hip-hop
5,17,4,10,11,13,4,4,11,16,14,14,20,hip-hop
5,16,11,12,13,15,12,9,8,10,5,9,16,hip-hop
3,16,8,14,9,2,7,7,2,14,19,17,16,hip-hop
3,15,12,18,3,2,2,14,5,2,6,12,6,hip-hop
3,16,12,17,12,6,4,3,6,7,5,10,10,hip-hop
10,17,11,16,13,17,16,20,18,13,6,16,20,hip-hop
5,9,12,10,12,6,6,16,7,13,7,15,10,hip-hop
3,20,3,13,6,16,12,11,9,16,13,15,16,hip-hop
2,17,3,12,6,6,10,6,7,12,16,18,20,hip-hop
3,15,10,14,13,9,7,6,18,20,7,10,15,hip-hop
10,15,6,6,5,2,3,2,12,17,16,7,2,hip-hop
5,17,11,7,12,15,16,19,15,13,7,8,9,hip-hop
7,18,2,13,4,14,16,3,18,8,9,12,18,hip-hop
5,15,15,16,11,12,10,15,5,18,6,9,16,hip-hop
6,15,19,17,18,17,14,16,16,14,15,16,14,hip-hop
16,6,2,12,6,2,6,15,13,4,15,20,17,hip-hop
6,19,7,8,5,4,12,13,5,11,10,15,12,hip-hop
7,17,4,10,12,20,9,8,20,13,20,17,18,pop/experimental_pop
2,6,2,6,5,16,17,17,19,19,13,10,13,pop/experimental_pop
2,20,16,18,9,8,4,10,18,15,5,9,13,pop/experimental_pop
4,15,10,11,6,6,6,3,16,4,5,7,9,pop/experimental_pop
4,7,10,13,12,13,9,19,9,14,11,13,18,rock/indie-rock
13,2,8,19,17,17,18,5,4,9,20,19,2,rock/indie-rock
10,18,12,17,16,19,20,16,20,13,17,3,7,rock/indie-rock
5,5,11,9,16,7,19,2,20,2,15,2,12,rock/indie-rock
7,8,14,17,11,14,17,15,19,17,20,13,13,rock/indie-rock
12,2,12,16,18,7,20,12,14,8,20,17,3,rock/indie-rock
16,7,9,16,15,19,10,17,7,12,13,15,9,rock/indie-rock
9,13,20,19,17,14,17,13,13,18,16,11,13,rock/indie-rock
6,13,3,11,8,12,11,16,14,3,14,9,8,rock
12,11,4,9,10,11,13,19,13,4,16,10,10,rock
13,6,5,9,10,11,11,17,9,4,17,14,17,rock
13,13,2,7,6,5,4,4,6,5,15,5,10,electronic
11,14,3,3,6,4,13,3,2,2,5,5,14,electronic
19,20,5,13,9,15,10,8,14,9,7,2,1,electronic
16,19,3,11,9,12,8,7,7,7,8,11,9,electronic
10,2,20,1,20,1,17,4,6,7,1,5,3,rock/lo-fi
15,1,14,15,15,8,4,10,13,5,10,18,16,rock/lo-fi
19,10,16,15,6,13,5,10,5,9,7,10,4,rock/lo-fi
17,19,15,15,16,10,11,2,6,4,13,14,2,rock/lo-fi
10,1,20,1,13,1,14,5,5,6,2,17,1,rock/lo-fi
11,19,18,10,13,2,18,11,16,18,2,11,3,rock/lo-fi
15,2,20,1,19,1,7,12,15,4,2,4,4,rock/lo-fi
17,8,18,18,12,5,14,5,17,10,2,19,8,rock/lo-fi
1,1,19,1,20,1,14,1,3,1,2,9,1,rock/lo-fi
18,18,14,15,14,11,15,8,8,6,2,2,2,rock/lo-fi
10,2,20,1,20,1,19,12,12,2,1,4,1,rock/lo-fi
12,8,18,3,15,2,1,9,2,14,2,4,1,rock/lo-fi
17,18,16,12,12,5,10,1,9,3,1,3,7,rock/lo-fi
6,19,18,1,18,1,6,1,4,1,13,20,3,rock/lo-fi
19,17,1,4,6,4,3,6,3,6,6,17,10,rock/lo-fi
4,9,20,1,17,1,17,4,17,5,5,16,1,rock/lo-fi
17,16,16,17,15,13,12,3,7,4,3,19,12,rock/lo-fi
19,5,20,2,19,2,15,13,4,7,1,4,10,rock/lo-fi
18,20,12,13,8,3,3,1,8,2,7,19,19,rock/lo-fi
11,4,20,1,20,1,7,10,7,17,4,10,1,rock/lo-fi
9,5,20,1,19,1,1,1,10,3,3,20,19,rock/lo-fi
14,7,20,1,20,1,16,2,7,6,18,19,7,rock/lo-fi
15,10,20,1,20,2,20,11,9,2,1,5,3,rock/lo-fi
6,4,20,1,20,3,17,2,20,11,3,8,1,rock/lo-fi
17,5,5,14,6,3,1,1,1,5,1,1,1,rock/lo-fi
11,19,20,2,19,1,10,1,5,10,2,13,8,rock/lo-fi
16,12,1,16,2,7,2,11,7,3,1,10,19,electronic
7,3,2,2,4,2,3,7,3,2,2,17,20,electronic
4,4,2,8,4,8,6,3,2,2,3,6,15,electronic
11,3,1,2,1,2,1,1,2,5,2,3,2,electronic
8,3,2,7,11,10,5,5,13,5,5,15,6,electronic
20,2,4,9,11,7,11,13,11,3,6,8,16,electronic
2,7,6,7,6,15,14,9,8,13,6,7,18,electronic
3,13,6,16,12,18,9,19,10,2,20,4,19,rock/indie-rock
4,7,8,15,10,17,12,19,14,5,20,4,20,rock/indie-rock
16,19,7,19,15,3,20,16,4,19,19,1,3,pop
16,19,10,14,14,2,18,18,6,19,17,2,16,pop
16,19,11,15,8,16,18,6,3,18,19,2,9,pop
17,18,5,16,18,4,15,15,3,18,17,2,9,pop
14,15,11,4,6,5,19,19,15,11,12,4,2,pop
11,7,11,19,19,14,15,16,17,4,5,13,11,electronic
9,9,16,8,15,17,20,19,18,12,4,17,17,rock/punk
8,7,16,7,16,14,20,19,19,9,3,18,18,rock/punk
5,6,15,5,14,14,20,20,18,10,3,18,19,rock/punk
9,10,16,8,14,16,20,19,18,13,4,17,14,rock/punk
7,12,14,9,13,16,20,20,18,10,3,18,15,rock/punk
18,20,19,18,15,15,13,16,16,12,11,7,14,folk/singer-songwriter
8,15,20,2,20,5,10,4,14,12,11,15,11,folk/singer-songwriter
12,20,9,14,17,17,12,4,10,17,15,16,4,folk/singer-songwriter
17,20,3,9,19,10,14,11,8,13,11,17,12,folk/singer-songwriter
14,16,10,16,18,10,19,6,1,6,15,2,19,hip-hop
8,19,8,16,11,13,15,12,10,14,7,2,6,hip-hop
3,12,8,12,12,9,11,9,11,12,11,8,13,hip-hop
3,18,5,15,5,3,9,4,12,12,9,7,20,hip-hop
14,12,10,18,11,18,7,1,4,5,3,5,13,hip-hop
14,16,10,18,3,4,6,7,12,20,7,6,13,hip-hop
2,19,2,15,7,18,16,18,6,2,10,11,17,hip-hop
8,12,7,15,12,18,13,12,7,13,3,13,19,hip-hop
5,6,10,13,14,9,15,12,16,14,14,8,19,hip-hop
9,11,10,10,14,12,14,9,7,15,5,8,19,hip-hop
12,4,10,14,9,7,2,13,14,19,13,7,1,rock/garage/surf
10,4,13,18,7,9,1,9,16,20,16,10,3,rock/garage/surf
10,7,14,16,5,8,1,11,14,18,10,4,2,rock/garage/surf
11,5,14,11,5,9,1,14,18,19,17,9,2,rock/garage/surf
11,6,16,18,9,13,2,14,15,20,17,10,3,rock/garage/surf
13,7,15,19,7,11,2,13,14,17,11,4,3,rock/garage/surf
18,18,19,20,20,20,4,5,18,7,6,3,2,folk/singer-songwriter
18,19,16,20,20,20,8,7,17,16,4,5,2,folk/singer-songwriter
19,17,15,19,20,20,14,14,18,16,5,1,4,folk/singer-songwriter
19,18,13,20,20,15,8,11,18,20,14,5,2,folk/singer-songwriter
17,17,17,19,20,19,2,6,17,16,5,2,3,folk/singer-songwriter
18,18,18,20,20,17,4,6,20,20,6,10,5,folk/singer-songwriter
1,11,15,2,4,2,18,2,10,10,17,3,12,rock/punk
2,13,10,5,6,4,18,9,13,16,17,7,14,rock/punk
7,3,20,17,20,20,1,19,20,1,1,1,20,rock/industrial
1,2,12,14,19,12,5,20,2,18,19,10,19,rock/industrial
1,3,9,8,6,3,5,4,8,12,16,18,11,rock/industrial
10,1,18,1,19,20,20,1,13,20,18,1,1,rock/industrial
1,6,10,16,4,9,12,14,15,9,7,8,10,rock/industrial
1,7,13,15,4,3,2,5,6,6,5,9,10,rock/industrial
4,10,13,16,6,13,2,2,2,15,15,19,17,rock/industrial
1,2,20,20,20,1,2,1,5,17,13,19,9,rock/industrial
6,16,11,20,6,17,13,9,13,6,12,16,12,rock/industrial
15,14,7,13,6,4,5,10,10,3,3,8,7,rock/industrial
2,13,9,15,6,14,2,13,12,12,14,12,17,hip-hop/alternative_hip-hop
16,18,4,8,3,11,4,16,13,19,8,4,13,hip-hop/alternative_hip-hop
6,16,10,13,4,9,2,11,10,19,12,13,18,hip-hop/alternative_hip-hop
8,13,11,13,4,11,2,15,9,17,18,13,17,hip-hop/alternative_hip-hop
2,11,9,7,5,6,1,9,11,10,8,4,15,hip-hop/alternative_hip-hop
13,18,11,16,6,13,2,10,10,19,12,15,18,hip-hop/alternative_hip-hop
7,12,13,13,2,20,1,18,9,17,4,7,18,hip-hop/alternative_hip-hop
7,17,14,9,2,20,1,18,5,12,7,13,18,hip-hop/alternative_hip-hop
5,14,16,16,1,18,1,16,19,17,5,14,16,hip-hop/alternative_hip-hop
8,16,16,17,3,20,1,16,10,19,13,16,19,hip-hop/alternative_hip-hop
4,16,12,8,1,20,1,17,18,20,17,20,20,hip-hop/alternative_hip-hop
4,3,13,12,3,20,1,20,15,19,4,5,16,hip-hop/alternative_hip-hop
19,6,18,9,18,19,5,8,11,2,2,4,4,folk/psych-folk
15,15,18,20,16,17,18,18,14,7,5,4,8,rock
6,14,19,17,19,16,20,17,12,4,5,4,18,rock
6,6,19,11,20,6,19,2,4,4,5,10,18,rock
4,10,17,16,19,15,20,18,6,16,8,11,15,rock
13,13,18,15,14,5,18,13,10,10,5,4,6,rock
12,3,20,6,20,5,20,8,14,7,12,11,12,rock
15,16,18,17,14,11,13,19,7,14,10,1,17,rock
20,12,18,7,2,7,8,4,7,20,20,10,2,electronic/idm
20,4,5,11,7,14,18,7,5,15,19,19,17,electronic/idm
20,19,4,6,2,3,14,6,14,12,13,13,4,electronic/idm
18,6,18,12,6,3,6,5,9,9,13,11,9,electronic/idm
20,16,6,13,2,4,15,8,7,15,13,8,13,electronic/idm
20,11,13,20,13,13,18,13,19,15,16,4,5,electronic/idm
20,7,17,20,12,4,15,8,2,5,10,14,12,electronic/idm
8,14,10,6,5,13,20,19,8,12,9,11,18,pop
10,16,18,7,3,13,19,9,5,16,11,17,18,pop
10,15,15,5,7,15,20,15,8,18,8,14,15,pop
13,15,19,2,3,14,19,18,9,14,1,8,17,pop
12,14,18,6,4,13,20,17,8,14,2,7,14,pop
8,17,20,4,10,15,20,14,8,20,8,15,18,pop
10,17,18,8,3,7,19,12,3,9,6,14,19,pop
8,15,16,5,4,12,19,17,12,18,4,8,18,pop
6,15,13,11,8,14,17,15,15,20,13,7,18,pop
9,16,14,10,13,13,18,14,10,17,2,7,12,pop
7,10,12,3,4,11,19,16,14,20,2,4,15,pop
17,3,13,4,13,9,11,16,4,5,14,6,6,hip-hop/alternative_hip-hop
4,6,15,12,8,14,12,8,9,14,2,4,12,rock
5,7,14,15,8,18,5,12,10,19,5,3,12,rock
3,11,12,16,12,16,3,7,8,13,6,3,7,rock
6,11,6,13,5,12,3,4,8,8,3,7,9,rock
4,8,11,10,10,12,4,8,8,11,5,8,17,rock
3,4,17,17,12,17,8,9,15,17,2,2,8,rock
8,9,4,10,4,6,2,4,10,9,5,16,14,rock
1,6,14,14,11,10,9,6,14,19,3,6,19,rock
2,8,12,16,9,16,5,7,14,19,4,3,8,rock
9,4,13,10,6,9,3,2,9,6,7,3,17,rock
7,10,13,14,3,18,7,16,10,19,5,5,4,rock
4,10,15,15,4,10,8,6,10,6,1,1,11,rock
7,10,12,16,3,18,5,11,16,18,10,7,17,rock
11,13,17,11,3,18,8,12,7,15,5,11,4,rock
2,18,18,19,12,16,7,14,6,12,14,9,8,rock
1,14,16,19,7,16,8,14,8,16,13,6,8,rock
4,16,15,15,7,14,4,4,7,16,13,3,12,rock
15,14,12,15,3,11,2,15,7,17,15,16,12,rock
3,15,15,16,10,9,7,9,12,17,18,10,5,rock
1,12,15,20,10,16,16,11,11,5,15,5,12,rock
1,17,16,19,9,17,11,12,10,17,17,14,13,rock
14,14,15,18,5,12,2,19,6,19,8,12,15,rock
2,16,16,17,12,12,7,12,10,13,15,9,7,rock
15,2,13,8,8,11,9,12,10,15,9,9,9,rock/post-rock
19,2,11,9,3,16,6,2,5,4,3,7,4,rock/post-rock
1,20,19,20,20,20,15,13,13,19,18,1,1,hip-hop
2,18,6,17,16,16,15,18,20,20,18,6,1,hip-hop
1,18,6,15,15,14,16,10,14,18,20,18,18,hip-hop
1,19,13,9,19,17,17,16,16,11,12,7,8,hip-hop
1,13,9,7,10,18,12,16,14,12,3,3,1,hip-hop
1,12,8,1,2,18,11,20,13,6,19,15,1,hip-hop
1,11,13,17,5,19,17,18,15,18,14,20,14,hip-hop
3,16,4,6,9,15,14,11,6,5,5,10,5,hip-hop
4,18,14,18,18,18,18,17,16,15,16,15,13,hip-hop
1,7,1,20,15,20,2,1,20,20,2,18,20,electronic/chip_music/chiptune
8,19,10,13,18,18,3,17,19,19,16,7,15,electronic/chip_music/chiptune
12,14,3,17,20,18,13,4,18,10,2,9,19,electronic/chip_music/chiptune
6,19,10,19,20,19,9,4,20,20,5,14,18,electronic/chip_music/chiptune
4,12,2,12,18,19,18,15,15,5,1,11,20,electronic/chip_music/chiptune
3,11,5,14,17,9,2,1,19,14,3,13,20,electronic/chip_music/chiptune
6,19,8,20,18,18,2,1,10,18,3,7,14,electronic/chip_music/chiptune
10,8,1,18,20,20,17,4,8,8,2,16,20,electronic/chip_music/chiptune
6,16,4,18,18,17,9,9,20,19,3,16,20,electronic/chip_music/chiptune
5,4,2,13,12,13,7,1,5,5,1,1,9,electronic/chip_music/chiptune
3,6,9,16,20,18,1,19,20,14,2,9,18,electronic/chip_music/chiptune
6,8,8,19,19,12,7,2,15,12,5,17,17,electronic/chip_music/chiptune
13,17,2,14,20,20,18,3,19,18,16,20,20,electronic/chip_music/chiptune
9,20,14,20,20,17,8,13,20,20,2,11,12,electronic/chip_music/chiptune
12,18,1,8,4,17,1,4,16,15,6,18,20,electronic/chip_music/chiptune
7,13,5,16,18,15,5,1,9,11,1,9,13,electronic/chip_music/chiptune
4,17,5,9,15,6,1,3,8,17,20,20,4,electronic/chip_music/chiptune
8,20,15,18,20,16,13,18,19,20,1,2,3,electronic/chip_music/chiptune
5,18,11,13,19,16,3,5,9,16,5,11,10,electronic/chip_music/chiptune
8,12,5,20,20,18,8,10,20,20,1,14,18,electronic/chip_music/chiptune
